text,created_at,thread_id_fallback,rules_text,model_text,_ts,_dow,_hour,_is_after_5,_is_fri_after_3,_is_weekend,_is_after_hours,DeliveryAfterHours,StatusChangeAfterHours,ReadyForReviewAfterHours,FridayEarlyCutoffDelivery,WeekendDelivery,ApologyRush,ReworkPhrase,ResubmissionPhrase,MissedRequirementPhrase,NotRightFirstTime
Switching runners to isolate the failure.,2025-12-01T04:20:01.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-11-30 23:20:01.908741-05:00,6,23,True,False,True,True,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-11-01T12:44:45.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-01 08:44:45.908741-04:00,5,8,False,False,True,True,0,0,0,0,0,0,0,0,0,0
CI runner is stuck in queued state again. — also this pipeline is being a total pain in the ass today,2025-10-25T14:36:31.908741Z,NA,ci runner is stuck in queued state again also this pipeline is being a total pain in the ass today,ci runner is stuck in queu state again also thi pipelin is be a total pain in the ass today,2025-10-25 10:36:31.908741-04:00,5,10,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-28T16:57:44.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-28 11:57:44.908741-05:00,4,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-10-24T01:58:09.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-23 21:58:09.908741-04:00,3,21,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-30T11:47:26.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-30 06:47:26.908741-05:00,6,6,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-12-03T16:51:19.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-12-03 11:51:19.908741-05:00,2,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-12-03T11:45:18.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-12-03 06:45:18.908741-05:00,2,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-12-07T02:58:58.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-12-06 21:58:58.908741-05:00,5,21,True,False,True,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-30T20:29:29.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-30 15:29:29.908741-05:00,6,15,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-11-09T12:39:22.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-11-09 07:39:22.908741-05:00,6,7,False,False,True,True,0,0,0,0,0,0,0,0,0,0
the whole system is throwing tantrums,2025-11-07T14:09:49.908741Z,NA,the whole system is throwing tantrums,the whole system is throw tantrum,2025-11-07 09:09:49.908741-05:00,4,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the artifact repo is acting like a diva,2025-11-04T00:47:09.908741Z,NA,the artifact repo is acting like a diva,the artifact repo is act like a diva,2025-11-03 19:47:09.908741-05:00,0,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-27T08:33:32.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-27 03:33:32.908741-05:00,3,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-14T04:21:43.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-13 23:21:43.908741-05:00,3,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes. — also this pipeline is being a total pain in the ass today,2025-11-13T14:55:21.908741Z,NA,the service mesh isn t applying the new routes also this pipeline is being a total pain in the ass today,the servic mesh is nt appli the new rout also thi pipelin is be a total pain in the ass today,2025-11-13 09:55:21.908741-05:00,3,9,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-04T18:00:11.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-04 13:00:11.908741-05:00,1,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file.,2025-11-25T01:33:12.908741Z,NA,bootstrap process missing the credentials file,bootstrap process miss the credenti file,2025-11-24 20:33:12.908741-05:00,0,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-03T23:57:24.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-03 18:57:24.908741-05:00,0,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-02T09:19:12.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-02 04:19:12.908741-05:00,6,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Bootstrap process missing the credentials file. — also the deployment script is drunk again,2025-11-10T19:05:26.908741Z,NA,bootstrap process missing the credentials file also the deployment script is drunk again,bootstrap process miss the credenti file also the deploy script is drunk again,2025-11-10 14:05:26.908741-05:00,0,14,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Container registry timed out for the fourth time.,2025-12-04T01:19:14.908741Z,NA,container registry timed out for the fourth time,contain registri time out for the fourth time,2025-12-03 20:19:14.908741-05:00,2,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-22T09:11:18.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-22 04:11:18.908741-05:00,5,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Package checksum mismatch on remote node.,2025-11-03T13:30:26.908741Z,NA,package checksum mismatch on remote node,packag checksum mismatch on remot node,2025-11-03 08:30:26.908741-05:00,0,8,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-20T05:17:27.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-20 00:17:27.908741-05:00,3,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
the deployment script is drunk again,2025-10-28T03:56:07.908741Z,NA,the deployment script is drunk again,the deploy script is drunk again,2025-10-27 23:56:07.908741-04:00,0,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-11-21T04:20:40.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-11-20 23:20:40.908741-05:00,3,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
I'm done pretending this cluster behaves normally,2025-11-20T00:16:05.908741Z,NA,i m done pretending this cluster behaves normally,i m done pretend thi cluster behav normal,2025-11-19 19:16:05.908741-05:00,2,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-10-27T14:11:50.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-10-27 10:11:50.908741-04:00,0,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-10-27T06:28:58.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-10-27 02:28:58.908741-04:00,0,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-06T16:27:31.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-06 11:27:31.908741-05:00,3,11,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-10-31T07:03:13.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-10-31 03:03:13.908741-04:00,4,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-12-06T05:16:31.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-12-06 00:16:31.908741-05:00,5,0,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Adding more debug output to the pipeline steps.,2025-10-25T09:55:09.908741Z,NA,adding more debug output to the pipeline steps,ad more debug output to the pipelin step,2025-10-25 05:55:09.908741-04:00,5,5,False,False,True,True,0,0,0,0,0,0,0,0,0,0
We're seeing flaky integration tests again.,2025-11-30T03:14:50.908741Z,NA,we re seeing flaky integration tests again,we re see flaki integr test again,2025-11-29 22:14:50.908741-05:00,5,22,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Terraform plan is returning unexpected diffs.,2025-11-27T04:25:25.908741Z,NA,terraform plan is returning unexpected diffs,terraform plan is return unexpect diff,2025-11-26 23:25:25.908741-05:00,2,23,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Grafana alerts blew up with duplicate entries.,2025-11-13T17:57:02.908741Z,NA,grafana alerts blew up with duplicate entries,grafana alert blew up with duplic entri,2025-11-13 12:57:02.908741-05:00,3,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Node pool autoscale didn't kick in during rollout.,2025-11-19T01:24:23.908741Z,NA,node pool autoscale didn t kick in during rollout,node pool autoscal did nt kick in dure rollout,2025-11-18 20:24:23.908741-05:00,1,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-01T16:19:55.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-01 12:19:55.908741-04:00,5,12,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-27T03:35:52.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-26 22:35:52.908741-05:00,2,22,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-10-28T16:27:23.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-10-28 12:27:23.908741-04:00,1,12,False,False,False,False,0,0,0,0,0,0,0,0,0,0
I swear the build server wakes up choosing chaos,2025-11-04T05:08:15.908741Z,NA,i swear the build server wakes up choosing chaos,i swear the build server wake up choos chao,2025-11-04 00:08:15.908741-05:00,1,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now. — also this YAML parser hates me personally,2025-11-09T23:00:31.908741Z,NA,triggering a manual rebuild now also this yaml parser hates me personally,trigger a manual rebuild now also thi yaml parser hate me person,2025-11-09 18:00:31.908741-05:00,6,18,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-10-29T22:48:55.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-10-29 18:48:55.908741-04:00,2,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
"I'm done pretending this cluster behaves normally Apologies, pushed a broken config.",2025-12-02T23:59:19.908741Z,NA,i m done pretending this cluster behaves normally apologies pushed a broken config,i m done pretend thi cluster behav normal apolog push a broken config,2025-12-02 18:59:19.908741-05:00,1,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
someone pushed something stupid and now we're all paying for it,2025-12-04T23:14:02.908741Z,NA,someone pushed something stupid and now we re all paying for it,someon push someth stupid and now we re all pay for it,2025-12-04 18:14:02.908741-05:00,3,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-22T12:59:30.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-22 07:59:30.908741-05:00,5,7,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Switching runners to isolate the failure.,2025-10-29T04:14:38.908741Z,NA,switching runners to isolate the failure,switch runner to isol the failur,2025-10-29 00:14:38.908741-04:00,2,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-15T19:04:57.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-15 14:04:57.908741-05:00,5,14,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Reverting the last merge until we stabilize.,2025-11-18T15:29:50.908741Z,NA,reverting the last merge until we stabilize,revert the last merg until we stabil,2025-11-18 10:29:50.908741-05:00,1,10,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-10-27T05:50:29.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-10-27 01:50:29.908741-04:00,0,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
We have inconsistent checksum results in the artifact store.,2025-11-06T06:36:35.908741Z,NA,we have inconsistent checksum results in the artifact store,we have inconsist checksum result in the artifact store,2025-11-06 01:36:35.908741-05:00,3,1,False,False,False,False,0,0,0,0,0,0,0,0,0,0
why the hell does this stage keep failing,2025-11-25T00:07:54.908741Z,NA,why the hell does this stage keep failing,whi the hell doe thi stage keep fail,2025-11-24 19:07:54.908741-05:00,0,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
this YAML parser hates me personally,2025-11-27T18:32:18.908741Z,NA,this yaml parser hates me personally,thi yaml parser hate me person,2025-11-27 13:32:18.908741-05:00,3,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-11-28T18:09:13.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-11-28 13:09:13.908741-05:00,4,13,False,False,False,False,0,0,0,0,0,0,0,0,0,0
this pipeline is being a total pain in the ass today,2025-10-25T21:16:18.908741Z,NA,this pipeline is being a total pain in the ass today,thi pipelin is be a total pain in the ass today,2025-10-25 17:16:18.908741-04:00,5,17,True,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-11-29T21:34:52.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-11-29 16:34:52.908741-05:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Prometheus scrape interval went weird after the update.,2025-11-20T23:47:35.908741Z,NA,prometheus scrape interval went weird after the update,prometheu scrape interv went weird after the updat,2025-11-20 18:47:35.908741-05:00,3,18,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Pre-flight validation failed due to missing env vars.,2025-10-28T09:08:38.908741Z,NA,pre flight validation failed due to missing env vars,preflight valid fail due to miss env var,2025-10-28 05:08:38.908741-04:00,1,5,False,False,False,False,0,0,0,0,0,0,0,0,0,0
The deployment pipeline hung at the approval gate.,2025-11-01T20:19:48.908741Z,NA,the deployment pipeline hung at the approval gate,the deploy pipelin hung at the approv gate,2025-11-01 16:19:48.908741-04:00,5,16,False,False,True,True,0,0,0,0,0,0,0,0,0,0
The service mesh isn't applying the new routes.,2025-11-07T01:20:10.908741Z,NA,the service mesh isn t applying the new routes,the servic mesh is nt appli the new rout,2025-11-06 20:20:10.908741-05:00,3,20,True,False,False,True,0,0,0,0,0,0,0,0,0,0
Startup checks failing on init container.,2025-11-23T18:10:09.908741Z,NA,startup checks failing on init container,startup check fail on init contain,2025-11-23 13:10:09.908741-05:00,6,13,False,False,True,True,0,0,0,0,0,0,0,0,0,0
Installer script can't locate the dependency bundle.,2025-10-30T06:40:04.908741Z,NA,installer script can t locate the dependency bundle,instal script ca nt locat the depend bundl,2025-10-30 02:40:04.908741-04:00,3,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
Triggering a manual rebuild now.,2025-11-06T00:24:19.908741Z,NA,triggering a manual rebuild now,trigger a manual rebuild now,2025-11-05 19:24:19.908741-05:00,2,19,True,False,False,True,0,0,0,0,0,0,0,0,0,0
